locus_tag	ftype	length_bp	gene	EC_number	COG	product
NMMJGDOI_01252	gene	105				
NMMJGDOI_01253	CDS	150				hypothetical protein
NMMJGDOI_01253	gene	150				
NMMJGDOI_01254	CDS	441				hypothetical protein
NMMJGDOI_01254	gene	441				
NMMJGDOI_01255	CDS	282	mgpA_21			Adhesin P1
NMMJGDOI_01255	gene	282	mgpA_21			
NMMJGDOI_01256	CDS	120				hypothetical protein
NMMJGDOI_01256	gene	120				
NMMJGDOI_01257	CDS	258	mgpA_22			Adhesin P1
NMMJGDOI_01257	gene	258	mgpA_22			
NMMJGDOI_01258	CDS	324	mgpA_23			Adhesin P1
NMMJGDOI_01258	gene	324	mgpA_23			
NMMJGDOI_01259	CDS	648	mgpA_24			Adhesin P1
NMMJGDOI_01259	gene	648	mgpA_24			
NMMJGDOI_01260	CDS	477				putative lipoprotein MG186 
NMMJGDOI_01260	gene	477				
NMMJGDOI_01261	CDS	285				putative lipoprotein MG186 
NMMJGDOI_01261	gene	285				
NMMJGDOI_01262	CDS	345				Putative ABC transporter ATP-binding protein MG187 
NMMJGDOI_01262	gene	345				
NMMJGDOI_01263	CDS	369				Putative ABC transporter ATP-binding protein MG187 
NMMJGDOI_01263	gene	369				
NMMJGDOI_01264	CDS	90				Putative ABC transporter ATP-binding protein MG187 
NMMJGDOI_01264	gene	90				
NMMJGDOI_01265	CDS	570				Putative ABC transporter ATP-binding protein MG187 
NMMJGDOI_01265	gene	570				
NMMJGDOI_01266	CDS	183				Putative ABC transporter ATP-binding protein MG187 
NMMJGDOI_01266	gene	183				
NMMJGDOI_01267	CDS	285				hypothetical protein
NMMJGDOI_01267	gene	285				
NMMJGDOI_01268	CDS	495	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
NMMJGDOI_01268	gene	495	ugpA			
NMMJGDOI_01269	CDS	291				hypothetical protein
NMMJGDOI_01269	gene	291				
NMMJGDOI_01270	CDS	189				hypothetical protein
NMMJGDOI_01270	gene	189				
NMMJGDOI_01271	CDS	222				hypothetical protein
NMMJGDOI_01271	gene	222				
NMMJGDOI_01272	CDS	537				hypothetical protein
NMMJGDOI_01272	gene	537				
NMMJGDOI_01273	CDS	333	smc_5			Chromosome partition protein Smc
NMMJGDOI_01273	gene	333	smc_5			
NMMJGDOI_01274	CDS	381				hypothetical protein
NMMJGDOI_01274	gene	381				
NMMJGDOI_01275	CDS	204	nrnA_2	3.1.-.-		Bifunctional oligoribonuclease and PAP phosphatase NrnA
NMMJGDOI_01275	gene	204	nrnA_2			
NMMJGDOI_01276	CDS	333	nrnA_3	3.1.-.-		Bifunctional oligoribonuclease and PAP phosphatase NrnA
NMMJGDOI_01276	gene	333	nrnA_3			
NMMJGDOI_01277	CDS	411	nrnA_4	3.1.-.-		Bifunctional oligoribonuclease and PAP phosphatase NrnA
NMMJGDOI_01277	gene	411	nrnA_4			
NMMJGDOI_01278	CDS	207	mgpA_25			Adhesin P1
NMMJGDOI_01278	gene	207	mgpA_25			
NMMJGDOI_01279	CDS	258	mgpA_26			Adhesin P1
NMMJGDOI_01279	gene	258	mgpA_26			
NMMJGDOI_01280	CDS	327				Mgp-operon protein 3
NMMJGDOI_01280	gene	327				
NMMJGDOI_01281	CDS	417				Mgp-operon protein 3
NMMJGDOI_01281	gene	417				
NMMJGDOI_01282	CDS	555				Mgp-operon protein 3
NMMJGDOI_01282	gene	555				
NMMJGDOI_01283	CDS	843	pheS	6.1.1.20		Phenylalanine--tRNA ligase alpha subunit
NMMJGDOI_01283	gene	843	pheS			
NMMJGDOI_01284	CDS	732	pheT_2	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
NMMJGDOI_01284	gene	732	pheT_2			
NMMJGDOI_01285	CDS	660	pheT_3	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
NMMJGDOI_01285	gene	660	pheT_3			
NMMJGDOI_01286	CDS	387	pheT_4	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
NMMJGDOI_01286	gene	387	pheT_4			
NMMJGDOI_01287	CDS	600	pheT_5	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
NMMJGDOI_01287	gene	600	pheT_5			
NMMJGDOI_01288	CDS	756				hypothetical protein
NMMJGDOI_01288	gene	756				
NMMJGDOI_01289	CDS	147				hypothetical protein
NMMJGDOI_01289	gene	147				
NMMJGDOI_01290	CDS	183				hypothetical protein
NMMJGDOI_01290	gene	183				
NMMJGDOI_01291	CDS	192				hypothetical protein
NMMJGDOI_01291	gene	192				
NMMJGDOI_01292	CDS	165				hypothetical protein
NMMJGDOI_01292	gene	165				
NMMJGDOI_01293	CDS	198				hypothetical protein
NMMJGDOI_01293	gene	198				
NMMJGDOI_01294	CDS	1341				hypothetical protein
NMMJGDOI_01294	gene	1341				
NMMJGDOI_01295	CDS	189				hypothetical protein
NMMJGDOI_01295	gene	189				
NMMJGDOI_01296	CDS	246				hypothetical protein
NMMJGDOI_01296	gene	246				
NMMJGDOI_01297	CDS	168				hypothetical protein
NMMJGDOI_01297	gene	168				
NMMJGDOI_01298	CDS	651				hypothetical protein
NMMJGDOI_01298	gene	651				
NMMJGDOI_01299	CDS	168				hypothetical protein
NMMJGDOI_01299	gene	168				
NMMJGDOI_01300	CDS	534				hypothetical protein
NMMJGDOI_01300	gene	534				
NMMJGDOI_01301	CDS	180				hypothetical protein
NMMJGDOI_01301	gene	180				
NMMJGDOI_01302	CDS	594		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
NMMJGDOI_01302	gene	594				
NMMJGDOI_01303	CDS	633	bcgIA	3.1.21.-		Restriction enzyme BgcI subunit alpha
NMMJGDOI_01303	gene	633	bcgIA			
NMMJGDOI_01304	CDS	207				hypothetical protein
NMMJGDOI_01304	gene	207				
NMMJGDOI_01305	CDS	387				hypothetical protein
NMMJGDOI_01305	gene	387				
NMMJGDOI_01306	tRNA	71				tRNA-Gln(ttg)
NMMJGDOI_01306	gene	71				
NMMJGDOI_01307	CDS	219				hypothetical protein
NMMJGDOI_01307	gene	219				
NMMJGDOI_01308	CDS	534				Mgp-operon protein 3
NMMJGDOI_01308	gene	534				
NMMJGDOI_01309	CDS	510				Mgp-operon protein 3
NMMJGDOI_01309	gene	510				
NMMJGDOI_01310	CDS	438				Mgp-operon protein 3
NMMJGDOI_01310	gene	438				
NMMJGDOI_01311	CDS	279	mgpA_27			Adhesin P1
NMMJGDOI_01311	gene	279	mgpA_27			
NMMJGDOI_01312	CDS	282	mgpA_28			Adhesin P1
NMMJGDOI_01312	gene	282	mgpA_28			
NMMJGDOI_01313	CDS	357				hypothetical protein
NMMJGDOI_01313	gene	357				
NMMJGDOI_01314	CDS	255				hypothetical protein
NMMJGDOI_01314	gene	255				
NMMJGDOI_01315	CDS	498	mgpA_29			Adhesin P1
NMMJGDOI_01315	gene	498	mgpA_29			
NMMJGDOI_01316	CDS	327	mgpA_30			Adhesin P1
NMMJGDOI_01316	gene	327	mgpA_30			
NMMJGDOI_01317	CDS	312	mgpA_31			Adhesin P1
NMMJGDOI_01317	gene	312	mgpA_31			
NMMJGDOI_01318	CDS	201				hypothetical protein
NMMJGDOI_01318	gene	201				
NMMJGDOI_01319	CDS	180				hypothetical protein
NMMJGDOI_01319	gene	180				
NMMJGDOI_01320	CDS	285				hypothetical protein
NMMJGDOI_01320	gene	285				
NMMJGDOI_01321	CDS	1083				hypothetical protein
NMMJGDOI_01321	gene	1083				
NMMJGDOI_01322	CDS	528				hypothetical protein
NMMJGDOI_01322	gene	528				
NMMJGDOI_01323	CDS	1203				hypothetical protein
NMMJGDOI_01323	gene	1203				
NMMJGDOI_01324	CDS	783				hypothetical protein
NMMJGDOI_01324	gene	783				
NMMJGDOI_01325	CDS	330	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
NMMJGDOI_01325	gene	330	hsdR			
NMMJGDOI_01326	CDS	348				hypothetical protein
NMMJGDOI_01326	gene	348				
NMMJGDOI_01327	CDS	273				hypothetical protein
NMMJGDOI_01327	gene	273				
NMMJGDOI_01328	CDS	384				hypothetical protein
NMMJGDOI_01328	gene	384				
NMMJGDOI_01329	CDS	258	mgpA_32			Adhesin P1
NMMJGDOI_01329	gene	258	mgpA_32			
NMMJGDOI_01330	CDS	510	mgpA_33			Adhesin P1
NMMJGDOI_01330	gene	510	mgpA_33			
NMMJGDOI_01331	CDS	246				hypothetical protein
NMMJGDOI_01331	gene	246				
NMMJGDOI_01332	CDS	273				hypothetical protein
NMMJGDOI_01332	gene	273				
NMMJGDOI_01333	CDS	483	mgpA_34			Adhesin P1
NMMJGDOI_01333	gene	483	mgpA_34			
NMMJGDOI_01334	CDS	210				Mgp-operon protein 3
NMMJGDOI_01334	gene	210				
NMMJGDOI_01335	CDS	210				Mgp-operon protein 3
NMMJGDOI_01335	gene	210				
NMMJGDOI_01336	CDS	639				Mgp-operon protein 3
NMMJGDOI_01336	gene	639				
NMMJGDOI_01337	CDS	249				hypothetical protein
NMMJGDOI_01337	gene	249				
NMMJGDOI_01338	CDS	294				hypothetical protein
NMMJGDOI_01338	gene	294				
NMMJGDOI_01339	CDS	117				hypothetical protein
NMMJGDOI_01339	gene	117				
NMMJGDOI_01340	CDS	558				Mgp-operon protein 3
NMMJGDOI_01340	gene	558				
NMMJGDOI_01341	CDS	228				Mgp-operon protein 3
NMMJGDOI_01341	gene	228				
NMMJGDOI_01342	CDS	198				Mgp-operon protein 3
NMMJGDOI_01342	gene	198				
NMMJGDOI_01343	CDS	288				hypothetical protein
NMMJGDOI_01343	gene	288				
NMMJGDOI_01344	CDS	426				hypothetical protein
NMMJGDOI_01344	gene	426				
NMMJGDOI_01345	CDS	261				hypothetical protein
NMMJGDOI_01345	gene	261				
NMMJGDOI_01346	CDS	321				hypothetical protein
NMMJGDOI_01346	gene	321				
NMMJGDOI_01347	CDS	147				hypothetical protein
NMMJGDOI_01347	gene	147				
NMMJGDOI_01348	CDS	498				hypothetical protein
NMMJGDOI_01348	gene	498				
NMMJGDOI_01349	CDS	324				hypothetical protein
NMMJGDOI_01349	gene	324				
NMMJGDOI_01350	CDS	210				hypothetical protein
NMMJGDOI_01350	gene	210				
NMMJGDOI_01351	CDS	111				hypothetical protein
NMMJGDOI_01351	gene	111				
NMMJGDOI_01352	CDS	201				hypothetical protein
NMMJGDOI_01352	gene	201				
NMMJGDOI_01353	CDS	366				hypothetical protein
NMMJGDOI_01353	gene	366				
NMMJGDOI_01354	CDS	183				hypothetical protein
NMMJGDOI_01354	gene	183				
NMMJGDOI_01355	CDS	447				hypothetical protein
NMMJGDOI_01355	gene	447				
NMMJGDOI_01356	CDS	111				hypothetical protein
NMMJGDOI_01356	gene	111				
NMMJGDOI_01357	CDS	234				hypothetical protein
NMMJGDOI_01357	gene	234				
NMMJGDOI_01358	CDS	123				hypothetical protein
NMMJGDOI_01358	gene	123				
NMMJGDOI_01359	CDS	168				hypothetical protein
NMMJGDOI_01359	gene	168				
NMMJGDOI_01360	CDS	525				hypothetical protein
NMMJGDOI_01360	gene	525				
NMMJGDOI_01361	CDS	231				hypothetical protein
NMMJGDOI_01361	gene	231				
NMMJGDOI_01362	CDS	126				hypothetical protein
NMMJGDOI_01362	gene	126				
NMMJGDOI_01363	CDS	243				hypothetical protein
NMMJGDOI_01363	gene	243				
NMMJGDOI_01364	CDS	474	mgpA_35			Adhesin P1
NMMJGDOI_01364	gene	474	mgpA_35			
NMMJGDOI_01365	CDS	318				hypothetical protein
NMMJGDOI_01365	gene	318				
NMMJGDOI_01366	CDS	96				hypothetical protein
NMMJGDOI_01366	gene	96				
NMMJGDOI_01367	CDS	192				hypothetical protein
NMMJGDOI_01367	gene	192				
NMMJGDOI_01368	CDS	318				Mgp-operon protein 3
NMMJGDOI_01368	gene	318				
NMMJGDOI_01369	CDS	144				hypothetical protein
NMMJGDOI_01369	gene	144				
NMMJGDOI_01370	CDS	198				hypothetical protein
NMMJGDOI_01370	gene	198				
